Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards,-9999
485,Moses Brown,25,DAL,C,4,2,73,.724,.724,,.724,.833,.743,.207,.000,155,133,,133,107,129,85,0,10.5,10.5,,brownmo01
486,TyTy Washington Jr.,23,PHO,PG,16,0,118,.311,.417,.190,.356,.500,.367,.133,.467,67,76,53,65,64,64,55,111,-16.9,-19.9,,washity02
487,Trey Alexander,21,DEN,SG,24,0,117,.317,.417,.176,.354,.750,.374,.098,.415,68,76,49,65,96,65,40,98,-15.5,-17.3,,alexatr01
488,Joe Ingles,37,MIN,SF,19,1,114,.261,.375,.200,.326,,.326,.000,.652,56,69,56,60,,57,0,155,-10.0,-11.5,,inglejo01
489,Sidy Cissoko,20,2TM,SF,22,0,114,.433,.588,.231,.483,.333,.471,.300,.433,93,108,64,89,43,82,124,103,-3.6,-7.1,,cissosi01
489,Sidy Cissoko,20,SAS,SF,17,0,54,.500,.545,.429,.583,.167,.533,.333,.389,107,100,119,107,21,92,137,92,1.4,-1.8,,cissosi01
489,Sidy Cissoko,20,POR,SF,5,0,60,.333,.667,.000,.333,.667,.375,.250,.500,71,122,0,61,85,65,103,119,-5.0,-5.3,,cissosi01
490,Tony Bradley,27,IND,C,14,0,113,.644,.667,.333,.656,.333,.640,.133,.067,138,122,93,121,43,111,55,16,10.1,6.1,,bradlto01
491,Jaylen Sims,26,CHO,SG,6,0,112,.429,.462,.400,.536,.800,.607,.536,.536,92,85,111,99,103,105,221,127,-0.4,2.1,,simsja01
492,Pacome Dadiet,19,NYK,SG,18,0,111,.323,.333,.316,.419,.667,.446,.194,.613,69,61,88,77,85,77,80,146,-7.7,-8.8,,dadiepa01
493,Patrick Baldwin Jr.,22,2TM,SF,24,0,107,.543,.500,.565,.729,.500,.721,.114,.657,116,92,157,134,64,125,47,156,13.0,10.6,,baldwpa01
493,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,.515,.500,.524,.682,.500,.676,.121,.636,110,92,145,126,64,117,50,151,9.2,6.9,,baldwpa01
493,Patrick Baldwin Jr.,22,LAC,SF,2,0,6,1.000,,1.000,1.500,,1.500,.000,1.000,214,,278,276,,260,0,237,3.8,3.7,,baldwpa01
494,Chris Livingston,21,MIL,SF,21,1,106,.333,.474,.000,.333,.750,.441,.593,.296,71,87,0,61,96,76,244,70,-11.3,-9.2,,livinch01
495,Jae Crowder,34,SAC,PF,9,2,103,.318,.429,.267,.409,.833,.467,.273,.682,68,79,74,75,107,81,112,162,-5.9,-5.4,,crowdja01
496,Justin Minaya,25,POR,SF,19,0,101,.381,.545,.200,.429,.000,.411,.095,.476,82,100,56,79,0,71,39,113,-4.8,-7.2,,minayju01
497,Keshad Johnson,23,MIA,SF,16,0,98,.692,.789,.429,.750,.444,.718,.346,.269,148,145,119,138,57,125,143,64,10.8,8.5,,johnske10
498,Yuki Kawamura,23,MEM,PG,22,0,93,.367,.571,.304,.483,.778,.530,.300,.767,78,105,84,89,100,92,124,182,-3.6,-3.1,,kawamyu01
499,JD Davison,22,BOS,PG,16,0,93,.353,.500,.222,.412,.714,.445,.206,.529,76,92,62,76,92,77,85,126,-8.9,-9.7,,davisjd01
500,Luke Travers,23,CLE,SG,12,0,88,.250,.455,.000,.250,1.000,.287,.100,.450,54,83,0,46,128,50,41,107,-11.7,-12.1,,travelu01
501,Stanley Umude,25,MIL,SG,22,0,86,.192,.182,.200,.250,.500,.270,.154,.577,41,33,56,46,64,47,63,137,-15.2,-17.0,,umudest01
502,Kevin Knox,25,GSW,SF,14,0,84,.500,.667,.267,.556,.750,.582,.222,.417,107,122,74,102,96,101,92,99,0.9,0.5,,knoxke01
503,Isaiah Jackson,23,IND,C,5,1,84,.609,.609,,.609,.500,.600,.609,.000,130,112,,112,64,104,251,0,3.0,1.4,,jacksis01
504,Marcus Garrett,26,CHO,SG,4,0,79,.407,.421,.375,.463,.750,.487,.148,.296,87,77,104,85,96,84,61,70,-4.3,-5.1,,garrema01
505,Jacob Toppin,24,2TM,SF,17,0,76,.409,.333,.500,.523,,.523,.000,.455,88,61,139,96,,91,0,108,-0.9,-2.3,,toppija01
505,Jacob Toppin,24,NYK,SF,16,0,49,.300,.375,.000,.300,,.300,.000,.200,64,69,0,55,,52,0,47,-4.9,-5.5,,toppija01
505,Jacob Toppin,24,ATL,SF,1,0,27,.500,.250,.625,.708,,.708,.000,.667,107,46,174,130,,123,0,158,4.0,3.2,,toppija01
506,Emoni Bates,21,CLE,SF,10,0,75,.342,.250,.367,.487,,.487,.000,.789,73,46,102,90,,84,0,187,-4.3,-6.8,,batesem01
507,Taylor Hendricks,21,UTA,PF,3,3,75,.222,.167,.250,.306,.750,.354,.222,.667,48,31,69,56,96,61,92,158,-8.6,-8.8,,hendrta01
508,Chris Duarte,27,CHI,SG,17,0,74,.462,.545,.400,.577,.750,.610,.308,.577,99,100,111,106,96,106,127,137,1.8,2.0,,duartch01
509,Daeqwon Plowden,26,ATL,SG,6,0,72,.640,.875,.529,.820,1.000,.831,.080,.680,137,161,147,151,128,144,33,161,13.8,13.2,,plowdda01
510,RayJ Dennis,23,IND,PG,11,0,70,.333,.417,.286,.424,1.000,.443,.061,.636,71,76,79,78,128,77,25,151,-7.8,-9.0,,dennira01
511,Josh Christopher,23,MIA,SG,14,0,69,.355,.450,.182,.387,.667,.416,.194,.355,76,83,50,71,85,72,80,84,-9.7,-10.8,,chrisjo01
512,Matt Ryan,27,NYK,SF,19,0,68,.323,.333,.316,.419,1.000,.439,.065,.613,69,61,88,77,128,76,27,146,-7.7,-8.7,,ryanma01
513,Armel Traoré,22,LAL,SF,9,0,67,.316,.500,.000,.316,.286,.317,.368,.368,68,92,0,58,37,55,152,87,-8.6,-11.4,,armeltr01
514,PJ Hall,22,DEN,C,19,0,66,.583,.750,.250,.625,.750,.641,.167,.333,125,138,69,115,96,111,69,79,3.9,3.3,,hallpj01
515,Nae'Qwan Tomlin,24,CLE,PF,5,1,63,.406,.500,.200,.438,.727,.489,.344,.313,87,92,56,81,93,85,142,74,-6.8,-6.5,,tomlina01
516,Jamaree Bouyea,25,MIL,PG,5,1,62,.500,.714,.200,.542,.667,.581,.500,.417,107,131,56,100,85,101,206,99,0.0,0.1,,bouyeja01
517,Cam Christie,19,LAC,SG,13,0,59,.292,.455,.154,.333,.500,.349,.167,.542,62,83,43,61,64,61,69,129,-10.1,-11.7,,chrisca02
518,P.J. Tucker,39,NYK,SF,3,1,58,.429,.000,.500,.643,,.643,.000,.857,92,0,139,118,,112,0,204,1.4,0.9,,tuckepj01
519,Jazian Gortman,21,DAL,PG,16,0,57,.391,.417,.364,.478,.500,.485,.174,.478,84,76,101,88,64,84,72,114,-3.0,-4.5,,gortmja01
520,Liam Robbins,25,MIL,C,13,0,57,.250,.333,.000,.250,.500,.363,1.250,.250,54,61,0,46,64,63,515,59,-4.7,-5.3,,robbili01
521,E.J. Liddell,24,CHI,PF,12,0,53,.533,1.000,.300,.633,1.000,.661,.133,.667,114,183,83,117,128,115,55,158,2.7,2.7,,liddeej01
522,Jackson Rowe,28,GSW,PF,6,0,52,.471,.714,.300,.559,.500,.560,.353,.588,101,131,83,103,64,97,145,140,0.5,-0.6,,roweja01
523,N'Faly Dante,23,HOU,C,4,0,51,.769,.769,,.769,.800,.789,.385,.000,165,141,,142,103,137,158,0,5.9,6.5,,nfalyda01
524,Isaiah Crawford,23,SAC,SF,15,0,46,.455,.667,.200,.500,.500,.509,.364,.455,97,122,56,92,64,88,150,108,-0.9,-1.7,,crawfis01
525,Mason Jones,26,SAC,SG,10,0,45,.500,.800,.125,.528,.800,.569,.278,.444,107,147,35,97,103,99,114,106,-0.6,-0.3,,jonesma05
526,Phillip Wheeler,22,PHI,PF,5,0,44,.143,.273,.000,.143,1.000,.183,.095,.476,31,50,0,26,128,32,39,113,-16.8,-17.2,,wheelph02
527,Malachi Flynn,26,CHO,PG,4,0,44,.385,.444,.250,.423,.833,.512,.462,.308,82,82,69,78,107,89,190,73,-3.1,-2.0,,flynnma01
528,Jack McVeigh,28,HOU,PF,9,0,43,.294,.250,.308,.412,,.412,.000,.765,63,46,85,76,,71,0,182,-4.5,-5.6,,mcveija01
529,Bobi Klintman,21,DET,SF,8,0,42,.600,.800,.400,.700,.500,.689,.200,.500,128,147,111,129,64,120,82,119,3.1,2.5,,klintbo01
530,James Johnson,37,IND,PF,12,0,37,.364,.500,.000,.364,.000,.350,.091,.273,78,92,0,67,0,61,37,65,-3.9,-5.2,,johnsja01
531,PJ Dozier,28,MIN,SG,9,0,35,.667,,.667,1.000,.167,.621,2.000,1.000,143,,185,184,21,108,824,237,2.7,0.5,,doziepj01
532,Harrison Ingram,22,SAS,SF,5,0,35,.500,.667,.000,.500,,.500,.000,.250,107,122,0,92,,87,0,59,-0.3,-0.6,,ingraha01
533,Miles Norris,24,BOS,PF,3,0,35,.222,.000,.286,.333,.500,.354,.222,.778,48,0,79,61,64,61,92,185,-3.8,-4.4,,norrimi01
534,David Duke Jr.,25,SAS,SG,6,0,34,.429,.375,.500,.536,.500,.538,.143,.429,92,69,139,99,64,93,59,102,-0.2,-1.1,,dukeda01
535,D.J. Carton,24,TOR,SG,4,0,33,.143,.250,.000,.143,1.000,.202,.143,.429,31,46,0,26,128,35,59,102,-5.6,-5.6,,cartodj01
536,Bryce McGowens,22,POR,SG,13,0,32,.286,.400,.000,.286,.833,.391,.429,.286,61,73,0,53,107,68,176,68,-7.2,-6.2,,mcgowbr01
537,Leonard Miller,21,MIN,SF,13,0,32,.400,.600,.000,.400,1.000,.540,.533,.333,86,110,0,74,128,94,220,79,-4.3,-1.3,,millele01
538,Ulrich Chomche,19,TOR,PF,7,0,32,.400,.400,,.400,.500,.425,.400,.000,86,73,,74,64,74,165,0,-1.4,-1.8,,chomcul01
539,Jalen Bridges,23,PHO,SF,8,0,30,.286,,.286,.429,.750,.514,.571,1.000,61,,79,79,96,89,235,237,-1.6,-1.1,,bridgja01
540,Jahmir Young,24,CHI,PG,6,0,30,.800,1.000,.500,.900,1.000,.935,.400,.400,171,183,139,166,128,162,165,95,3.6,4.2,,youngja05
541,Kevin McCullar Jr.,23,NYK,SF,4,0,29,.286,.333,.000,.286,1.000,.381,.286,.143,61,61,0,53,128,66,118,34,-3.6,-3.1,,mcculke01
542,Trentyn Flowers,19,LAC,SF,6,0,27,.364,.444,.000,.364,1.000,.446,.273,.182,78,82,0,67,128,77,112,43,-3.9,-3.2,,flowetr01
543,Emanuel Miller,24,CHI,PF,6,0,25,.500,.571,.000,.500,1.000,.563,.250,.125,107,105,0,92,128,98,103,30,-0.7,-0.2,,milleem01
544,Daniss Jenkins,23,DET,PG,7,0,23,.300,.667,.143,.350,.000,.322,.200,.700,64,122,40,64,0,56,82,166,-3.9,-5.5,,jenkida01
545,Anton Watson,24,NYK,SF,9,0,22,.444,.500,.000,.444,,.444,.000,.111,95,92,0,82,,77,0,26,-1.8,-2.4,,watsoan02
546,Tolu Smith,24,DET,PF,1,0,22,.667,.667,,.667,.667,.678,.333,.000,143,122,,123,85,118,137,0,2.2,2.1,,smithto05
547,Malevy Leons,25,OKC,SF,6,0,21,.000,.000,.000,.000,.500,.266,2.000,.500,0,0,0,0,64,46,824,119,-2.2,-2.3,,leonsma01
548,Adama Sanogo,22,CHI,C,4,0,21,.571,.571,,.571,,.571,.000,.000,122,105,,105,,99,0,0,0.4,-0.1,,sanogad01
549,Taze Moore,26,POR,SG,2,0,20,.200,.167,.250,.250,.500,.276,.200,.400,43,31,69,46,64,48,82,95,-5.9,-6.5,,mooreta02
550,Ron Harper Jr.,24,DET,SF,1,0,17,.125,.500,.000,.125,1.000,.225,.250,.750,27,92,0,23,128,39,103,178,-6.7,-6.2,,harpero02
551,Isaiah Mobley,25,PHI,PF,1,0,17,.286,.250,.333,.357,.500,.381,.286,.429,61,46,93,66,64,66,118,102,-2.6,-3.1,,mobleis01
552,Yuri Collins,23,GSW,PG,2,0,16,.333,.333,,.333,,.333,.000,.000,71,61,,61,,58,0,0,-1.3,-1.5,,colliyu01
553,Tristen Newton,23,2TM,SG,8,0,16,.125,.200,.000,.125,1.000,.178,.125,.375,27,37,0,23,128,31,51,89,-6.7,-6.7,,newtotr01
553,Tristen Newton,23,IND,SG,5,0,8,.167,.333,.000,.167,1.000,.233,.167,.500,36,61,0,31,128,40,69,119,-4.5,-4.4,,newtotr01
553,Tristen Newton,23,MIN,SG,3,0,8,.000,.000,,.000,,.000,.000,.000,0,0,,0,,0,0,0,-2.2,-2.3,,newtotr01
554,Daishen Nix,22,MIN,PG,3,0,13,.000,,.000,.000,.500,.266,2.000,1.000,0,,0,0,64,46,824,237,-1.1,-1.2,,nixda01
555,Skal Labissière,28,SAC,PF,4,0,12,.500,.333,1.000,.625,,.625,.000,.250,107,61,278,115,,108,0,59,0.7,0.4,,labissk01
556,Braxton Key,27,GSW,SF,3,0,11,.000,.000,.000,.000,.500,.226,1.500,.250,0,0,0,0,64,39,618,59,-4.3,-4.7,,keybr01
557,Cui Yongxi,21,BRK,SG,5,0,10,.143,.250,.000,.143,.500,.190,.286,.429,31,46,0,26,64,33,118,102,-5.6,-6.1,,cuiyo01
558,Mac McClung,26,ORL,SG,2,0,10,.000,.000,.000,.000,,.000,.000,.500,0,0,0,0,,0,0,119,-2.2,-2.3,,mccluma01
559,Quincy Olivari,23,LAL,PG,2,0,10,.200,,.200,.300,,.300,.000,1.000,43,,56,55,,52,0,237,-2.4,-2.8,,olivaqu01
560,Terence Davis,27,SAC,SG,1,0,8,.000,.000,.000,.000,,.000,.000,.500,0,0,0,0,,0,0,119,-2.2,-2.3,,daviste02
561,Jalen McDaniels,27,WAS,SF,4,0,7,,,,,,,,,,,,,,,,,0.0,0.0,,mcdanja01
562,Riley Minix,24,SAS,SF,1,0,7,.000,,.000,.000,,.000,.000,1.000,0,,0,0,,0,0,237,-1.1,-1.2,,minixri01
563,Isaiah Stevens,24,MIA,PG,3,0,6,.000,.000,.000,.000,,.000,.000,.500,0,0,0,0,,0,0,119,-2.2,-2.3,,steveis01
564,Terry Taylor,25,SAC,PF,3,0,6,.000,.000,,.000,,.000,.000,.000,0,0,,0,,0,0,0,-1.1,-1.2,,taylote01
565,Jesse Edwards,24,MIN,C,2,0,5,,,,,,,,,,,,,,,,,0.0,0.0,,edwarje01
566,James Wiseman,23,IND,C,1,0,5,.500,.667,.000,.500,1.000,.615,.500,.250,107,122,0,92,128,107,206,59,-0.3,0.4,,wisemja01
567,Alondes Williams,25,DET,SG,1,0,4,1.000,1.000,1.000,1.250,,1.250,.000,.500,214,183,278,230,,217,0,119,2.8,2.7,,willial06
568,Zyon Pullin,23,MEM,SG,3,0,3,.000,.000,,.000,,.000,.000,.000,0,0,,0,,0,0,0,-1.1,-1.2,,pullizy01
569,Jahlil Okafor,29,IND,C,1,0,3,,,,,,,,,,,,,,,,,0.0,0.0,,okafoja01
